query,created_at
"Muéstrame detalles de la carrera de ingeniería de software","2025-11-06T22:20:53.859Z"
"Muéstrame los cursos de la carrera de ingeniería software","2025-11-06T22:20:29.165Z"
"Muéstrame los cursos de la carrera de ingeniería de software","2025-11-06T21:51:52.961Z"
"Podrias decirme el docente del Curso de Economia I","2025-11-07T22:38:51.821Z"
"Y quien es el docente de Economía I","2025-11-07T22:39:28.465Z"
"El docente de Calculo I","2025-11-07T22:39:52.180Z"
"Que podrias decirme del tema de ""Derivadas""","2025-11-07T22:40:37.285Z"
"Hola","2025-11-07T22:41:27.291Z"
"Hola","2025-11-07T22:41:35.521Z"
"Que podrias decirme del Curso de Calculo I","2025-11-07T22:43:01.874Z"
"derivadas","2025-11-07T22:47:08.965Z"
"hola","2025-11-13T18:29:41.764Z"
"hola","2025-11-13T18:29:52.688Z"
"hola","2025-11-13T18:29:57.579Z"
"hola","2025-11-13T18:29:59.437Z"
"hola","2025-11-13T18:30:23.698Z"
"Háblame más sobre el curso ""Cálculo I""","2025-11-13T18:31:22.936Z"
"hola","2025-11-13T18:31:27.696Z"
"programacion","2025-11-15T01:07:23.124Z"
"programacion","2025-11-15T01:12:32.869Z"
"ingenieria","2025-11-15T19:10:43.927Z"
"ingenieria","2025-11-15T19:15:44.969Z"
"ingenieriaa","2025-11-15T19:18:00.155Z"
"ingenieria","2025-11-15T19:18:02.199Z"
"ingenieria","2025-11-15T19:19:38.932Z"
"programacion","2025-11-15T19:21:11.334Z"
"programacion","2025-11-15T19:22:38.444Z"
"ingenieria","2025-11-15T19:22:48.664Z"
"ingenieria","2025-11-15T19:26:19.129Z"
"ingenieria","2025-11-15T19:27:43.559Z"
"ingenieria","2025-11-15T19:27:44.777Z"
"ingenieria","2025-11-15T19:29:58.475Z"
"ingenieria","2025-11-15T19:38:37.938Z"
"ingenieria","2025-11-15T19:42:11.788Z"
"ingenieria","2025-11-15T19:43:09.612Z"
"programacion","2025-11-15T19:43:18.628Z"
"ingenieria","2025-11-15T19:44:34.577Z"
"ingenieria","2025-11-15T19:44:41.011Z"
"ingenieria","2025-11-15T19:45:09.960Z"
"economiaa","2025-11-15T19:46:07.350Z"
"ingenieria","2025-11-15T19:47:08.703Z"
"programación","2025-11-15T19:47:40.260Z"
"programación I","2025-11-15T19:47:43.238Z"
"kkk","2025-11-15T19:47:46.859Z"
"programacion","2025-11-15T20:04:49.630Z"
"ingenieriaa","2025-11-15T20:05:23.194Z"
"ingenieria","2025-11-15T20:05:24.380Z"
"ingenieria","2025-11-15T21:59:24.325Z"
"ingenieria","2025-11-15T22:02:19.725Z"
"ingenieria","2025-11-15T22:04:06.730Z"
"ingenieria","2025-11-15T22:04:49.413Z"
"ingenieria","2025-11-15T22:05:50.973Z"
"ingenieriaa","2025-11-15T22:07:27.978Z"
"ingenieria","2025-11-15T22:07:40.562Z"
"ingenieria","2025-11-15T22:08:38.227Z"
"ingenieriaa","2025-11-15T22:10:07.823Z"
"ingenieria","2025-11-15T22:10:12.899Z"
"ingenieria","2025-11-15T22:12:08.859Z"
"ingenieriaa","2025-11-15T22:13:35.489Z"
"ingenieriaa","2025-11-15T22:14:11.384Z"
"ingenieria","2025-11-15T22:15:18.768Z"
"ingenieria","2025-11-15T22:16:54.053Z"
"ingenieria","2025-11-15T22:19:29.953Z"
"ingenieriaa","2025-11-15T22:19:39.027Z"
"ingenieriaaa","2025-11-15T22:23:43.056Z"
"ingenieriaa","2025-11-15T22:23:45.489Z"
"ingenieria","2025-11-15T22:26:23.461Z"
"ingenieriaaaa","2025-11-15T22:26:28.841Z"
"ingenieriaaa","2025-11-15T22:26:30.643Z"
"ingenieriaaa","2025-11-15T22:26:34.617Z"
"ingenieriaa","2025-11-15T22:26:36.384Z"
"ingenieria","2025-11-15T22:27:04.304Z"
"ingenieriaa","2025-11-15T22:28:54.200Z"
"ingenieria","2025-11-15T22:30:19.442Z"
"ingenieriaa","2025-11-15T22:30:24.822Z"
"ingenieria","2025-11-15T22:31:26.891Z"
"ingenieriaa","2025-11-15T22:31:59.221Z"
"ingenieriaa","2025-11-15T22:33:36.223Z"
"ingenieria","2025-11-15T22:33:40.416Z"
"ingenieriaaa","2025-11-15T22:33:44.652Z"
"ingenieriaa","2025-11-15T22:35:01.927Z"
"ingenieriaa","2025-11-15T22:53:16.983Z"
"ingenieria","2025-11-15T22:53:20.962Z"
"ingenierias","2025-11-15T22:53:51.424Z"
"ingenieriaa","2025-11-15T22:53:54.342Z"
"ingenieria","2025-11-15T22:55:39.360Z"
"ingenieriaa","2025-11-15T22:56:01.802Z"
"ingenieria","2025-11-15T22:57:55.497Z"
"ingenieriaa","2025-11-15T22:58:17.988Z"
"ingenieria","2025-11-15T22:58:28.613Z"
"ingenieriaa","2025-11-15T22:58:50.451Z"
"ingenieria","2025-11-15T22:58:55.906Z"
"ingenieriaa","2025-11-15T23:02:25.207Z"
"ingenieriaa","2025-11-15T23:02:48.981Z"
"ingenieriaa","2025-11-15T23:03:02.394Z"
"ingenieriaa","2025-11-15T23:03:19.028Z"
"ingenieria","2025-11-15T23:03:22.944Z"
"ingenieria","2025-11-15T23:03:31.982Z"
"ingenieria","2025-11-15T23:04:46.814Z"
"ingenieria","2025-11-15T23:07:27.204Z"
"ingenieria","2025-11-15T23:09:10.399Z"
"ingenieria","2025-11-15T23:10:19.789Z"
"ingenieria","2025-11-15T23:13:12.440Z"
"ingenieria","2025-11-15T23:14:55.066Z"
"ingenieriaa","2025-11-15T23:20:24.804Z"
"ingenieria","2025-11-15T23:20:31.548Z"
"ingenieriaa","2025-11-15T23:22:46.785Z"
"ingenieria","2025-11-15T23:22:49.225Z"
"ingenieria","2025-11-15T23:25:33.581Z"
"ingenieria","2025-11-15T23:31:01.599Z"
"ingenieria","2025-11-15T23:32:27.342Z"
"ingenieria","2025-11-15T23:32:48.560Z"
"ingenieria","2025-11-15T23:33:02.282Z"
"ingenieria","2025-11-15T23:35:48.361Z"
"ingenieria","2025-11-15T23:36:43.476Z"
"ingenieria","2025-11-15T23:46:49.659Z"
"ingenieriaa","2025-11-15T23:47:15.400Z"
"explicame sobre la teoria de big bang","2025-11-15T23:47:38.215Z"
"explicame el concepto de comunismo","2025-11-15T23:48:07.970Z"
"ingenieria","2025-11-15T23:51:15.903Z"
"explicame sobre el tema de cuantica","2025-11-15T23:51:59.382Z"
"explicame el concepto de sistemas organicos","2025-11-15T23:52:37.455Z"
"Hola","2025-11-07T22:42:36.200Z"
"Que podrias decirme del tema de Derivadas","2025-11-07T22:43:24.109Z"
"Hola","2025-11-15T01:03:23.799Z"
"Que son lo Movimientos fetales.","2025-11-15T04:46:58.451Z"
"Hola","2025-11-15T01:12:56.871Z"
"hola","2025-11-15T19:54:58.396Z"
"Hola","2025-11-07T22:38:29.622Z"
"Explícame sobre ""explicame el concepto de sistemas organicos""","2025-11-15T23:53:16.999Z"
"holaa","2025-11-15T23:53:24.290Z"
"hola","2025-11-15T23:53:27.321Z"
"hola","2025-11-15T23:53:36.509Z"
"ingenieria","2025-11-16T02:17:44.648Z"
"ingenieriaa","2025-11-16T02:18:11.599Z"
"ingenieria","2025-11-16T02:20:36.988Z"
"ingenieria","2025-11-16T02:21:39.012Z"
"ingenieria","2025-11-16T02:24:01.421Z"
"ingenieriaa","2025-11-16T02:24:03.941Z"
"medicina humana","2025-11-16T02:25:34.628Z"
"Economia","2025-11-16T02:25:49.559Z"
"Ingenieria civil","2025-11-16T02:28:46.166Z"
"Ingenier civil","2025-11-16T02:28:53.109Z"
"programacion","2025-11-16T02:29:01.605Z"
"programacion","2025-11-16T02:30:20.830Z"
"programacion","2025-11-16T02:31:21.565Z"
"desarrollo web","2025-11-16T02:31:45.123Z"
"programacion","2025-11-16T02:43:23.582Z"
"medicina humana","2025-11-16T02:43:29.183Z"
"ingenieria","2025-11-16T02:43:34.265Z"
"ingenieriaa","2025-11-16T02:43:45.559Z"
"ingenieriaaa","2025-11-16T02:43:53.231Z"
"ingenieriaa","2025-11-16T02:44:11.103Z"
"ingenieriaaa","2025-11-16T02:44:16.325Z"
"que son los sistemas","2025-11-16T02:44:24.973Z"
"ingenieria","2025-11-16T02:46:30.182Z"
"ingenieriaa","2025-11-16T02:46:32.665Z"
"ingenieriaa","2025-11-16T02:47:31.221Z"
"Ricardo Palma","2025-11-16T02:51:33.430Z"
"Daniela Herrera","2025-11-16T02:52:09.162Z"
"Oscar vidal","2025-11-16T02:52:40.264Z"
"Daniela Herrera","2025-11-16T02:57:17.917Z"
"Ingenieria","2025-11-16T02:57:25.722Z"
"Daniela Herrera","2025-11-16T02:57:33.245Z"
"ingenieriaa","2025-11-16T03:03:05.640Z"
"ingenieria","2025-11-16T03:03:09.246Z"
"daniela herrera","2025-11-16T03:03:17.146Z"
"daniela herrera","2025-11-16T03:06:11.333Z"
"ingenieria","2025-11-16T03:08:01.511Z"
"ingenieriaaa","2025-11-16T03:08:03.713Z"
"ingenieriaa","2025-11-16T03:08:05.911Z"
"ingenieria","2025-11-16T03:17:31.448Z"
"Daniela Herrera","2025-11-16T03:17:39.358Z"
"Daniela Herrera","2025-11-16T03:18:43.731Z"
"ingenieriaa","2025-11-16T03:18:48.835Z"
"marketing","2025-11-16T03:18:58.613Z"
"Daniela Herrera","2025-11-16T03:19:31.821Z"
"ingenieria","2025-11-16T03:19:43.041Z"
"ingenieria","2025-11-16T11:54:47.597Z"
"ingenieria","2025-11-16T11:56:19.942Z"
"ingenieriaa","2025-11-16T11:56:40.301Z"
"web","2025-11-16T11:56:49.068Z"
"calculo","2025-11-16T11:56:54.870Z"
"marketing","2025-11-16T11:57:00.309Z"
"programacion","2025-11-16T11:59:10.942Z"
"economia","2025-11-16T12:00:48.344Z"
"ingenieria","2025-11-16T12:28:04.343Z"
"Daniela Herrera","2025-11-16T12:28:27.747Z"
"Oscar","2025-11-16T12:28:46.996Z"
"programacion","2025-11-16T16:04:41.130Z"
"calculo","2025-11-16T16:04:47.322Z"
"programacion","2025-11-16T16:23:17.882Z"
"medicina humana","2025-11-16T16:23:26.719Z"
"programacion","2025-11-16T16:23:48.113Z"
"programacion","2025-11-16T16:23:53.015Z"
"programacion","2025-11-16T16:23:56.881Z"
"ingenieria","2025-11-16T16:24:06.420Z"
"ingenieriaa","2025-11-16T16:24:14.073Z"
"ingenieriaaa","2025-11-16T16:24:22.428Z"
"ingenieria civil","2025-11-16T16:24:29.263Z"
"programacion i","2025-11-16T16:24:59.565Z"
"programacion","2025-11-16T16:25:22.536Z"
"desarollo web","2025-11-16T16:29:14.203Z"
"daniela","2025-11-16T17:14:50.819Z"
"¿Qué es una derivada?","2025-11-16T18:50:59.773Z"
"ingenieriaa","2025-11-16T19:07:49.276Z"
"Háblame más sobre el curso ""Anatomía Humana""","2025-11-16T20:13:57.153Z"
"ingenieriaa","2025-11-16T20:40:52.500Z"
"Holis","2025-11-16T18:46:19.155Z"
"Que carreras tiene la universidad?","2025-11-05T16:45:31.578Z"
"Amigo buenas tardes","2025-11-16T19:32:08.379Z"
"Hola","2025-11-17T22:12:14.412Z"
"Hola","2025-11-18T00:08:45.219Z"
"Hola","2025-11-16T18:41:06.694Z"
"que carreas tiene la universidad","2025-11-06T04:03:58.838Z"
"que cursos tiene la carrera de economia","2025-11-06T04:04:24.696Z"
"Que son realmente la derivadas y como se aplican en la vida real?","2025-11-06T04:41:15.638Z"
"Barca o Real madrid?","2025-11-06T19:13:46.572Z"
"Quiero saber cuales son los cursos de ingenieria de sistemas","2025-11-06T19:06:54.448Z"
"Explícame sobre ""que es el sistema respiratorio""","2025-11-06T20:30:32.756Z"
"Que cursos tienes la carrera de Economia","2025-11-07T22:39:13.270Z"
"explicame el concepto de sistema linfatico","2025-11-16T16:04:25.356Z"
"explicame el concepto de sistemas organicos","2025-11-16T16:04:10.261Z"
"Explícame sobre ""explicame el concepto de sistemas organicos""","2025-11-16T00:01:11.093Z"
"ingenieria","2025-11-19T06:35:21.848Z"
"explicame el concepto de sistemas organicos","2025-11-16T00:00:55.959Z"
"Muéstrame detalles de la carrera de Odontologia","2025-11-06T22:35:32.391Z"
"ingenieriaa","2025-11-19T08:25:50.703Z"
"economia","2025-11-19T08:35:19.618Z"
"economia","2025-11-19T08:38:30.655Z"
"economi","2025-11-19T08:42:20.602Z"
"economia","2025-11-19T08:42:26.298Z"
"ingenieria","2025-11-19T08:46:40.993Z"
"mrketing","2025-11-19T08:51:47.047Z"
"matematica","2025-11-19T08:52:46.693Z"
"ingenieria","2025-11-19T09:05:52.980Z"
"ingenieria","2025-11-19T09:06:11.938Z"
"ingenieria","2025-11-19T14:49:04.473Z"
"ingenieria","2025-11-19T14:51:16.355Z"
"economia","2025-11-19T14:54:24.162Z"
"ingenieria","2025-11-19T14:56:26.462Z"
"ingenieria","2025-11-19T14:59:14.025Z"
"ingenieria","2025-11-19T15:07:32.742Z"
"economia","2025-11-19T15:09:07.827Z"
"que es una ecuacion diferencial","2025-11-19T15:10:28.054Z"
"ecuacion diferencial","2025-11-19T15:13:14.549Z"
"ingenieria","2025-11-19T15:27:50.435Z"
"marketing","2025-11-19T15:28:38.915Z"
"calculo","2025-11-19T15:30:34.077Z"
"calculo","2025-11-19T15:34:05.357Z"
"ingenieria","2025-11-19T15:34:31.863Z"
"calculo","2025-11-19T15:34:54.838Z"
"calculo","2025-11-19T15:37:46.665Z"
"calculo","2025-11-19T15:40:59.655Z"
"calculo","2025-11-19T15:44:11.702Z"
"calculo","2025-11-19T15:49:15.708Z"
"calculo","2025-11-19T15:49:40.383Z"
"calculo","2025-11-19T15:51:56.464Z"
"ingenieria","2025-11-19T15:53:42.373Z"
"calculo","2025-11-19T15:55:17.229Z"
"calculo","2025-11-19T15:58:49.340Z"
"ingenieria","2025-11-19T15:59:10.708Z"
"ingenieriaa","2025-11-19T15:59:28.252Z"
"calculo","2025-11-19T16:02:12.800Z"
"calculo","2025-11-19T16:14:42.930Z"
"calculo","2025-11-19T16:18:08.554Z"
"ingenieria","2025-11-19T16:34:01.609Z"
"calculo","2025-11-19T16:34:18.437Z"
"calculo","2025-11-19T16:35:08.644Z"
"calculo","2025-11-19T16:40:05.473Z"
"calculo","2025-11-19T16:42:43.314Z"
"que es una ecuacion diferencial","2025-11-19T16:43:26.876Z"
"ingenieria","2025-11-19T16:44:21.677Z"
"igenieria","2025-11-19T17:38:26.548Z"
"marketing","2025-11-19T17:41:26.973Z"
"economia","2025-11-19T17:41:33.939Z"
"ingenieria","2025-11-19T17:47:02.547Z"
"calculo","2025-11-19T17:48:43.447Z"
"economia","2025-11-19T17:49:29.616Z"
"matematicas","2025-11-19T17:51:09.543Z"
"diseño","2025-11-19T17:53:14.616Z"
"diseño grafico","2025-11-19T17:53:44.313Z"
"programacion","2025-11-19T17:55:43.049Z"
"progrmacion","2025-11-19T18:00:00.477Z"
"redes","2025-11-19T18:18:42.686Z"
"genial","2025-11-19T18:21:11.027Z"
"que es un ecuacion diferencial","2025-11-19T18:21:36.300Z"
"que es el calculo diferencial","2025-11-19T18:29:20.736Z"
"ingenieira","2025-11-19T18:31:53.905Z"
"que es la ciencia de datos","2025-11-19T18:33:18.321Z"
"ingenieria","2025-11-19T18:35:25.984Z"
"daniela","2025-11-20T14:12:27.568Z"
"medicina humana","2025-11-21T06:02:23.539Z"
"medicina humana","2025-11-21T06:03:41.172Z"
"medicina humana","2025-11-21T06:05:03.952Z"
"medicina","2025-11-21T06:05:08.688Z"
"Diego Soto","2025-11-21T21:13:25.191Z"
"ptricia","2025-11-21T21:13:40.378Z"
"patricia","2025-11-21T21:13:57.750Z"
"Diana Herrrera","2025-11-21T21:14:10.450Z"
"Diana","2025-11-21T21:14:16.476Z"
"hernandez","2025-11-21T21:14:24.246Z"
"Patricia Guzman","2025-11-21T21:14:46.112Z"
"Patricia Guzman Velarde","2025-11-21T21:14:54.371Z"
"oscar vidal","2025-11-21T21:15:02.836Z"
"Elena paredes","2025-11-21T21:15:20.853Z"
"calculo i","2025-11-21T21:15:33.652Z"
"Daniela herrera","2025-11-21T21:16:28.588Z"
"sofia castillo","2025-11-21T21:17:48.553Z"
"sofía castillo","2025-11-21T21:17:59.972Z"
"daniel","2025-11-21T21:18:09.115Z"
"daniela","2025-11-21T21:18:11.493Z"
"daniela","2025-11-21T21:18:13.405Z"
"calculo","2025-11-22T01:56:33.007Z"
"Medicina Humana","2025-11-22T16:09:38.968Z"
"derivadas","2025-11-22T16:52:33.361Z"
"derivadas","2025-11-22T18:42:46.975Z"
"derivadas","2025-11-22T18:46:22.826Z"
"derivadas","2025-11-22T18:51:44.792Z"
"derivadas","2025-11-22T18:54:03.132Z"
"derivadas","2025-11-22T18:56:45.326Z"
"derivadas","2025-11-22T19:01:18.493Z"
"derivadas","2025-11-22T19:08:42.696Z"
"calculo i","2025-11-22T19:08:52.383Z"
"calculo i","2025-11-22T19:14:56.086Z"
"calculo i","2025-11-22T19:15:17.334Z"
"calculo","2025-11-22T19:29:23.108Z"
"calculo","2025-11-22T19:31:43.023Z"
"calculo i","2025-11-22T20:01:40.041Z"
"derivadas","2025-11-22T20:24:12.070Z"
"calculo i","2025-11-22T20:29:13.146Z"
"calculo","2025-11-22T21:59:44.907Z"
"calculo I","2025-11-22T21:59:47.595Z"
"que es calculo i","2025-11-22T22:48:54.144Z"
"que es calculo i","2025-11-22T22:48:55.408Z"
"que es calculo","2025-11-22T22:49:36.406Z"
"ingenieriaa","2025-11-23T02:48:44.788Z"
"medicina humana","2025-11-23T02:50:28.480Z"
"Háblame de Anatomía","2025-11-21T17:22:45.724Z"
"¿Qué se enseña en Cálculo I?","2025-11-21T17:25:09.846Z"
"Si profundicemos en Derivadas","2025-11-21T17:25:57.731Z"
"Si profundicemos en Derivadas","2025-11-21T17:37:55.500Z"
"Que temas tiene el curso de calculo i","2025-11-21T17:55:55.173Z"
"Si profundicemos en Derivadas","2025-11-21T17:56:28.875Z"
"Si profundicemos en Derivadas","2025-11-21T18:01:19.912Z"
"Si profundicemos en Derivadas","2025-11-21T18:07:56.863Z"
"Si profundicemos en Derivadas","2025-11-21T18:19:08.826Z"
"Que docente enseña calculo I","2025-11-22T20:44:21.226Z"
"Quisiera ver la malla curricular de medicina humana, por favor","2025-11-22T22:34:30.690Z"
"Quisiera ver la malla curricular de medicina humana","2025-11-22T22:34:52.657Z"
"Hola?","2025-11-22T22:35:06.699Z"
"Si por favor.","2025-11-22T22:35:21.385Z"
"Quisiera ver la malla curricular de medicina humana","2025-11-22T22:41:46.421Z"
"gracias, pero quiero la malla curricular de medicina humana","2025-11-22T22:42:49.139Z"
"quiero la malla curricular de medicina humana","2025-11-22T22:52:44.039Z"
"quiero la malla curricular de medicina humana","2025-11-22T23:01:47.483Z"
"Que es laliga en españa","2025-11-22T23:18:36.070Z"
"medicina humana","2025-11-23T03:15:27.373Z"
"medicina humana","2025-11-23T05:00:49.060Z"
"ingenieria de sistemas","2025-11-23T05:01:17.562Z"
"ingenieria de sistemas","2025-11-23T05:05:54.570Z"
"ingenieriaaa","2025-11-23T05:28:52.802Z"
"ingenieriaa","2025-11-23T05:29:16.239Z"
"ingenieria","2025-11-23T05:29:35.932Z"
"programacion","2025-11-23T05:29:53.960Z"
"medicina","2025-11-23T05:30:10.380Z"
"medicina humanaa","2025-11-23T05:30:36.565Z"
"medicina humanaaa","2025-11-23T05:31:35.715Z"
"medicina humana","2025-11-23T05:31:56.636Z"
"medicina humanaa","2025-11-23T05:32:36.965Z"
"biologia molecular","2025-11-23T05:33:20.505Z"
"el cuerpo humano","2025-11-23T05:33:56.774Z"
"ingenieria de sistemas","2025-11-23T05:34:41.689Z"
"marketing","2025-11-23T05:38:04.740Z"
"economiaa","2025-11-23T05:38:16.503Z"
"economia","2025-11-23T05:38:24.725Z"
"marketing","2025-11-23T05:39:21.689Z"
"sistema respiratorio","2025-11-23T05:40:34.227Z"
"ecuaciones","2025-11-23T05:41:17.563Z"
"derivadas","2025-11-23T05:41:58.382Z"
"ingenieria de sistemas","2025-11-23T05:51:17.660Z"
"el cuerpo humano","2025-11-23T05:52:22.003Z"
"ingenieria de sistemas","2025-11-23T06:05:56.554Z"
"el cuerpo humano","2025-11-23T06:07:43.618Z"
"ingenieria de sistemas","2025-11-23T06:13:12.169Z"
"ingenieria de sistemas","2025-11-23T06:34:05.642Z"
"el cuerpo humano","2025-11-23T06:35:49.718Z"
"el cuerpo humano","2025-11-23T06:36:06.230Z"
"ingenieria de sistemas","2025-11-23T06:37:55.730Z"
"el cuerpo humano","2025-11-23T06:39:04.736Z"
"medicina","2025-11-23T06:39:17.205Z"
"ingeniería de sistemas","2025-11-23T06:51:16.075Z"
"ingeniería de sistemas","2025-11-23T06:52:47.374Z"
"ingeniería de sistemas","2025-11-23T06:54:14.152Z"
"el cuerpo humano","2025-11-23T06:55:40.460Z"
"ingeniería de sistemas","2025-11-23T07:05:15.593Z"
"ingenieria de sistemas","2025-11-23T07:09:42.961Z"
"ingeniería de sistemas","2025-11-23T07:31:48.107Z"
"ingeniería de sistemas","2025-11-23T07:37:17.902Z"
"ingeniería de sistemas","2025-11-23T07:47:20.970Z"
"ingenieria de sistemas","2025-11-23T07:48:41.905Z"
"ingeniería de sistemas","2025-11-23T07:53:21.916Z"
"el cuerpo humano","2025-11-23T08:02:37.921Z"
"el cuerpo humano","2025-11-23T08:22:09.525Z"
"derivadas","2025-11-23T08:26:55.307Z"
"medicina humana","2025-11-23T08:27:14.429Z"
"calculo I","2025-11-23T08:33:46.402Z"
"programacion","2025-11-23T08:34:21.031Z"
"herencia","2025-11-23T08:35:01.681Z"
"medicina humana","2025-11-23T08:43:59.913Z"
"medicina humana","2025-11-23T08:46:24.989Z"
"Medicina Humana","2025-11-23T09:47:12.928Z"
"el cuerpo humano","2025-11-23T09:53:38.540Z"
"medicina humana","2025-11-23T09:54:11.953Z"
"medicina humana","2025-11-23T09:55:43.180Z"
"medicina humana","2025-11-23T10:00:30.560Z"
"ingenieria de sistemas","2025-11-23T10:01:18.122Z"
"economia","2025-11-23T10:02:12.715Z"
"medicina humana","2025-11-23T10:08:33.469Z"
"anatomia","2025-11-23T16:56:40.304Z"
"calculo i","2025-11-23T17:10:56.425Z"
"calculo i","2025-11-23T17:22:31.100Z"
"biologia molecular","2025-11-23T17:22:47.896Z"
"economia","2025-11-23T17:22:59.794Z"
"marketing","2025-11-23T17:27:18.292Z"
"python","2025-11-23T17:27:40.454Z"
"ingenieria de sistemas","2025-11-23T17:29:08.328Z"
"medicina humana","2025-11-23T17:29:20.961Z"
"ingenieria mecatronica","2025-11-23T17:29:32.628Z"
"machine learning","2025-11-23T17:29:47.336Z"
"que es machine learning","2025-11-23T17:30:10.703Z"
"ingenieri de sistemas","2025-11-23T17:30:37.050Z"
"ingenieri de sistemas e informatica","2025-11-23T17:30:41.176Z"
"ingenieria de sistemas e informatica","2025-11-23T17:32:08.972Z"
"que es machine learning","2025-11-23T17:32:37.243Z"
"ingenieria de sistemas e informatica","2025-11-23T17:33:33.952Z"
"ingenieria de sistemas e informatica","2025-11-23T17:33:35.060Z"
"ingenieri de sistemas e informatica","2025-11-23T17:33:44.379Z"
"que es machine learning","2025-11-23T17:42:57.436Z"
"machine learning","2025-11-23T17:43:13.476Z"
"ingenieria de sistemas e informatica","2025-11-23T17:43:25.446Z"
"ingenieria de sistemas","2025-11-23T18:01:19.048Z"
"que es machine learning","2025-11-23T18:01:33.952Z"
"machine learning","2025-11-23T18:01:39.802Z"
"que significa un NPL y un LLM","2025-11-23T18:01:59.768Z"
"Que es una integral doble?","2025-11-23T18:02:26.925Z"
"Que es la derivada parcial","2025-11-23T18:02:40.088Z"
"ingenieria de sistemas e informatica","2025-11-23T18:03:15.280Z"
"medicina humana","2025-11-23T18:03:27.124Z"
"calculo i","2025-11-23T18:03:42.592Z"
"ingenieria","2025-11-23T18:04:36.898Z"
"ingenieriaaa","2025-11-23T18:04:55.019Z"
"ingenieriaa","2025-11-23T18:05:01.169Z"
"ingenieria","2025-11-23T18:05:08.381Z"
"economia","2025-11-23T18:05:47.594Z"
"medicina","2025-11-23T18:05:57.698Z"
"limites","2025-11-23T18:06:11.176Z"
"machine learning","2025-11-23T18:06:26.742Z"
"IA","2025-11-23T18:06:30.595Z"
"inteligencia","2025-11-23T18:07:13.928Z"
"inteligencia artificial","2025-11-23T18:07:20.670Z"
"biologia","2025-11-23T18:07:34.179Z"
"matemáticas","2025-11-23T18:07:41.149Z"
"matematica","2025-11-23T18:08:37.298Z"
"leyes","2025-11-24T00:47:31.163Z"
"codificar","2025-11-24T00:47:52.751Z"
"legal","2025-11-24T00:52:17.126Z"
"machine learning","2025-11-24T17:10:18.551Z"
"que es machine learning","2025-11-24T17:12:27.643Z"
"ingenieria de sistemas","2025-11-24T17:12:34.031Z"
"biologia molecular","2025-11-24T17:13:33.148Z"
"anatomia humana","2025-11-24T17:13:40.873Z"
"bioquimica","2025-11-24T17:13:44.851Z"
"medicina","2025-11-24T17:14:32.591Z"
"medicina humana","2025-11-24T17:14:39.347Z"
"capitalismo","2025-11-24T17:16:29.104Z"
"explicame sobre el capitalismo","2025-11-24T17:16:50.131Z"
"calculo I","2025-11-24T17:19:21.427Z"
"economia","2025-11-24T17:19:31.523Z"
"marketing","2025-11-24T17:19:40.021Z"
"futbol","2025-11-24T17:24:22.119Z"
"matematicas","2025-11-24T17:25:54.874Z"
"libros de programacion","2025-11-24T17:27:05.220Z"
"horario del profesora daniela herrera","2025-11-24T17:29:43.813Z"
"horario de la profesora daniela herrera","2025-11-24T17:29:48.499Z"
"anatomia humana","2025-11-24T17:51:20.814Z"
"anatomia humana","2025-11-24T17:51:35.364Z"
"anatomia humana","2025-11-24T17:51:48.242Z"
"anatomia humana","2025-11-24T17:51:51.942Z"
"anatomia humana","2025-11-24T17:51:58.576Z"
"bioquimica","2025-11-24T23:15:05.694Z"
"bioquimica","2025-11-24T23:34:26.977Z"
"biologia molecular","2025-11-24T23:35:03.170Z"
"biologia molecular","2025-11-24T23:40:48.810Z"
"Calculo I","2025-11-25T02:11:55.570Z"
"Bioquimica","2025-11-25T02:12:02.996Z"
"bioquimica","2025-11-25T03:27:28.205Z"
"calculo I","2025-11-25T03:28:30.313Z"
"anatomia humana","2025-11-25T03:28:40.881Z"
"Bioquimica","2025-11-25T03:29:47.761Z"
"Hola","2025-11-27T05:45:08.118Z"
"¿Qué es la Universidad Continental?","2025-11-27T05:45:34.375Z"
"Que docentes estan disponibles ahora?","2025-11-27T05:46:08.402Z"
"Que cursos enseña el docente Oscar Hidalgo","2025-11-27T05:46:39.508Z"
"que cursos enseña la docente Daniela Herrera","2025-11-27T05:47:17.542Z"
"Dame la malla curicular de la carrera de Sistemas","2025-11-27T05:47:56.893Z"
"que cursos hay en la carrera de medicina humana","2025-11-27T05:48:37.129Z"
"Quimica","2025-11-25T03:34:30.717Z"
"anatomia","2025-11-25T03:35:07.829Z"
"que es machine learning","2025-11-25T03:36:29.151Z"
"anatomia","2025-11-25T12:55:20.655Z"
"anatomia","2025-11-25T13:23:42.334Z"
"anatomia","2025-11-25T13:27:57.893Z"
"bioquimica","2025-11-25T13:32:47.537Z"
"anatomia humana","2025-11-25T13:34:10.594Z"
"anatomia humana","2025-11-25T13:45:45.346Z"
"bioquimica","2025-11-25T14:53:10.565Z"
"anatomia","2025-11-25T17:57:25.770Z"
"que es anatomia humana","2025-11-25T18:10:21.943Z"
"hol","2025-11-27T03:39:37.255Z"
"hola","2025-11-24T17:25:06.309Z"
"Explícame sobre ""horario de la profesora daniela herrera""","2025-11-24T17:30:01.274Z"
"machine learning","2025-11-25T03:35:54.429Z"
"Que es la fisica?","2025-11-27T05:51:44.488Z"
"Matemáticas","2025-12-04T17:29:45.953Z"
"Matemáticas","2025-12-04T17:29:47.732Z"
